respondent_id,ideology,gender,education,age_group,region,policy_code,fairness,policy_label
213,3,2,5,6,3,s_15,5.0,Road Pricing
214,7,2,5,5,4,s_15,4.0,Road Pricing
215,3,2,4,5,4,s_15,1.0,Road Pricing
216,3,2,5,3,1,s_15,3.0,Road Pricing
217,3,1,5,2,1,s_15,3.0,Road Pricing
218,6,1,5,6,3,s_15,1.0,Road Pricing
220,2,1,6,6,1,s_15,2.0,Road Pricing
221,9,2,2,1,1,s_15,2.0,Road Pricing
222,2,1,5,6,5,s_15,3.0,Road Pricing
223,6,1,5,6,3,s_15,5.0,Road Pricing
224,4,1,6,3,4,s_15,3.0,Road Pricing
225,3,1,5,4,1,s_15,3.0,Road Pricing
226,6,1,6,5,1,s_15,4.0,Road Pricing
227,2,1,5,6,5,s_15,4.0,Road Pricing
228,6,1,4,5,4,s_15,4.0,Road Pricing
231,10,2,5,1,1,s_15,3.0,Road Pricing
232,7,2,4,4,2,s_15,3.0,Road Pricing
233,9,2,4,6,2,s_15,4.0,Road Pricing
234,9,2,6,6,4,s_15,2.0,Road Pricing
235,3,1,8,6,1,s_15,5.0,Road Pricing
236,6,1,6,2,4,s_15,1.0,Road Pricing
237,3,2,6,2,1,s_15,5.0,Road Pricing
238,4,2,2,1,4,s_15,2.0,Road Pricing
240,6,1,5,6,1,s_15,4.0,Road Pricing
241,6,1,6,2,2,s_15,2.0,Road Pricing
242,6,1,6,2,2,s_15,3.0,Road Pricing
243,6,2,4,5,5,s_15,2.0,Road Pricing
244,6,1,5,6,1,s_15,4.0,Road Pricing
245,3,2,5,4,1,s_15,4.0,Road Pricing
246,9,1,6,6,3,s_15,2.0,Road Pricing
247,4,1,2,1,3,s_15,3.0,Road Pricing
249,5,1,5,4,1,s_15,3.0,Road Pricing
250,8,1,6,2,4,s_15,2.0,Road Pricing
251,7,2,4,3,4,s_15,2.0,Road Pricing
252,9,2,6,4,3,s_15,2.0,Road Pricing
253,2,1,6,2,1,s_15,3.0,Road Pricing
254,9,2,8,4,1,s_15,2.0,Road Pricing
255,6,1,8,5,2,s_15,3.0,Road Pricing
256,8,2,2,5,1,s_15,4.0,Road Pricing
257,2,2,5,5,4,s_15,4.0,Road Pricing
258,3,1,5,6,5,s_15,5.0,Road Pricing
259,5,1,8,5,1,s_15,2.0,Road Pricing
260,6,1,1,4,3,s_15,4.0,Road Pricing
261,6,1,8,4,5,s_15,2.0,Road Pricing
262,1,2,6,4,1,s_15,5.0,Road Pricing
263,7,2,2,4,1,s_15,1.0,Road Pricing
264,2,1,5,6,3,s_15,4.0,Road Pricing
265,6,1,4,3,1,s_15,3.0,Road Pricing
266,6,2,5,2,4,s_15,3.0,Road Pricing
267,4,1,2,2,1,s_15,3.0,Road Pricing
268,2,2,5,6,2,s_15,4.0,Road Pricing
269,6,2,8,5,1,s_15,4.0,Road Pricing
270,3,1,8,1,1,s_15,2.0,Road Pricing
271,6,1,2,1,4,s_15,1.0,Road Pricing
272,6,1,8,6,3,s_15,2.0,Road Pricing
273,7,2,5,4,1,s_15,3.0,Road Pricing
274,5,2,6,6,3,s_15,4.0,Road Pricing
275,2,2,2,1,1,s_15,3.0,Road Pricing
276,1,1,1,2,1,s_15,2.0,Road Pricing
277,3,1,8,1,1,s_15,3.0,Road Pricing
278,5,1,5,5,1,s_15,4.0,Road Pricing
279,2,2,5,3,2,s_15,4.0,Road Pricing
281,6,2,4,4,2,s_15,2.0,Road Pricing
282,5,1,1,1,2,s_15,4.0,Road Pricing
283,8,1,5,5,2,s_15,5.0,Road Pricing
284,3,2,8,6,4,s_15,4.0,Road Pricing
285,7,1,5,3,3,s_15,3.0,Road Pricing
286,6,2,4,6,1,s_15,2.0,Road Pricing
287,2,2,4,3,1,s_15,4.0,Road Pricing
288,4,2,5,3,2,s_15,2.0,Road Pricing
289,7,2,5,6,1,s_15,1.0,Road Pricing
290,5,2,6,6,4,s_15,5.0,Road Pricing
291,8,2,5,6,4,s_15,2.0,Road Pricing
292,9,1,2,1,1,s_15,2.0,Road Pricing
293,4,2,4,4,4,s_15,2.0,Road Pricing
294,3,1,8,6,1,s_15,4.0,Road Pricing
296,3,1,5,6,1,s_15,4.0,Road Pricing
297,2,2,6,4,4,s_15,4.0,Road Pricing
298,1,2,2,1,4,s_15,4.0,Road Pricing
299,6,3,8,3,3,s_15,4.0,Road Pricing
300,3,1,6,6,1,s_15,3.0,Road Pricing
301,3,2,8,2,4,s_15,3.0,Road Pricing
302,9,1,5,6,4,s_15,4.0,Road Pricing
303,2,1,5,4,4,s_15,3.0,Road Pricing
304,2,2,4,2,4,s_15,2.0,Road Pricing
305,10,2,5,6,3,s_15,4.0,Road Pricing
306,10,2,6,6,2,s_15,1.0,Road Pricing
307,4,2,2,2,4,s_15,3.0,Road Pricing
308,8,1,5,1,1,s_15,2.0,Road Pricing
309,3,2,8,6,4,s_15,3.0,Road Pricing
310,6,2,5,5,2,s_15,4.0,Road Pricing
311,6,1,5,6,1,s_15,5.0,Road Pricing
312,2,1,4,6,1,s_15,4.0,Road Pricing
1,7,2,6,4,4,s_16,2.0,Carbon Tax
3,2,1,2,1,1,s_16,4.0,Carbon Tax
4,3,2,5,6,4,s_16,3.0,Carbon Tax
5,2,2,2,1,3,s_16,5.0,Carbon Tax
6,6,2,4,3,3,s_16,1.0,Carbon Tax
7,3,2,8,3,3,s_16,1.0,Carbon Tax
8,5,1,5,4,4,s_16,1.0,Carbon Tax
9,6,2,5,3,4,s_16,3.0,Carbon Tax
10,3,1,6,3,1,s_16,5.0,Carbon Tax
11,3,2,6,6,5,s_16,3.0,Carbon Tax
12,6,1,5,3,1,s_16,3.0,Carbon Tax
13,1,1,5,3,3,s_16,4.0,Carbon Tax
14,8,1,8,3,4,s_16,4.0,Carbon Tax
15,7,2,6,5,1,s_16,3.0,Carbon Tax
16,2,2,8,6,1,s_16,1.0,Carbon Tax
17,7,2,5,6,1,s_16,4.0,Carbon Tax
18,6,2,2,5,5,s_16,1.0,Carbon Tax
19,6,1,2,3,2,s_16,4.0,Carbon Tax
20,2,2,5,6,2,s_16,4.0,Carbon Tax
21,2,2,8,5,5,s_16,3.0,Carbon Tax
22,4,1,5,3,2,s_16,4.0,Carbon Tax
23,4,2,1,2,5,s_16,4.0,Carbon Tax
24,1,1,5,6,3,s_16,5.0,Carbon Tax
25,3,2,4,5,4,s_16,4.0,Carbon Tax
26,6,1,4,3,5,s_16,2.0,Carbon Tax
27,6,1,5,3,5,s_16,3.0,Carbon Tax
28,2,2,8,6,3,s_16,4.0,Carbon Tax
30,8,2,5,3,4,s_16,2.0,Carbon Tax
31,3,1,8,6,4,s_16,4.0,Carbon Tax
32,6,2,4,3,4,s_16,1.0,Carbon Tax
33,3,2,6,6,4,s_16,4.0,Carbon Tax
34,3,1,5,6,4,s_16,2.0,Carbon Tax
35,7,2,4,3,5,s_16,1.0,Carbon Tax
36,3,2,5,6,1,s_16,3.0,Carbon Tax
37,3,2,1,6,2,s_16,4.0,Carbon Tax
38,6,2,6,5,4,s_16,3.0,Carbon Tax
39,8,1,5,5,4,s_16,5.0,Carbon Tax
41,2,2,4,6,1,s_16,5.0,Carbon Tax
42,8,1,2,3,1,s_16,3.0,Carbon Tax
43,4,2,4,3,1,s_16,2.0,Carbon Tax
44,2,2,6,3,1,s_16,3.0,Carbon Tax
45,3,1,2,5,5,s_16,4.0,Carbon Tax
46,1,1,2,3,1,s_16,2.0,Carbon Tax
47,2,1,8,4,3,s_16,4.0,Carbon Tax
49,6,2,6,2,4,s_16,4.0,Carbon Tax
50,2,2,2,2,1,s_16,4.0,Carbon Tax
51,6,2,2,2,2,s_16,3.0,Carbon Tax
52,5,1,6,2,1,s_16,4.0,Carbon Tax
53,9,2,6,4,3,s_16,2.0,Carbon Tax
54,2,1,5,2,2,s_16,1.0,Carbon Tax
55,6,1,5,6,2,s_16,5.0,Carbon Tax
56,6,2,4,2,3,s_16,5.0,Carbon Tax
57,11,2,4,5,2,s_16,4.0,Carbon Tax
58,6,2,2,1,1,s_16,4.0,Carbon Tax
59,3,2,5,2,3,s_16,3.0,Carbon Tax
60,6,2,4,4,3,s_16,4.0,Carbon Tax
61,6,1,1,1,1,s_16,2.0,Carbon Tax
62,6,2,4,2,3,s_16,2.0,Carbon Tax
63,9,1,5,4,2,s_16,4.0,Carbon Tax
64,7,1,2,2,1,s_16,4.0,Carbon Tax
65,6,2,4,3,3,s_16,5.0,Carbon Tax
66,2,2,5,4,4,s_16,4.0,Carbon Tax
68,10,2,5,5,5,s_16,2.0,Carbon Tax
69,4,2,6,4,1,s_16,4.0,Carbon Tax
70,2,1,6,2,1,s_16,4.0,Carbon Tax
71,6,2,1,5,3,s_16,4.0,Carbon Tax
72,1,3,1,1,2,s_16,5.0,Carbon Tax
73,5,1,5,4,2,s_16,3.0,Carbon Tax
75,2,2,1,5,1,s_16,5.0,Carbon Tax
76,3,1,6,3,4,s_16,4.0,Carbon Tax
78,5,2,4,3,3,s_16,3.0,Carbon Tax
79,6,1,6,3,3,s_16,4.0,Carbon Tax
80,2,1,5,6,1,s_16,3.0,Carbon Tax
81,5,1,6,2,1,s_16,4.0,Carbon Tax
82,3,1,5,1,4,s_16,4.0,Carbon Tax
83,6,2,5,4,2,s_16,3.0,Carbon Tax
84,5,2,6,4,1,s_16,4.0,Carbon Tax
85,2,2,8,3,3,s_16,3.0,Carbon Tax
86,6,2,6,6,1,s_16,3.0,Carbon Tax
87,4,1,5,6,1,s_16,2.0,Carbon Tax
88,2,1,4,6,5,s_16,2.0,Carbon Tax
89,5,1,5,3,3,s_16,4.0,Carbon Tax
90,2,2,6,3,1,s_16,5.0,Carbon Tax
92,6,1,4,5,2,s_16,3.0,Carbon Tax
93,10,1,5,2,4,s_16,4.0,Carbon Tax
94,7,1,8,5,5,s_16,4.0,Carbon Tax
95,6,2,5,5,3,s_16,3.0,Carbon Tax
96,10,2,4,5,5,s_16,3.0,Carbon Tax
97,2,2,8,6,4,s_16,4.0,Carbon Tax
98,11,2,4,4,2,s_16,1.0,Carbon Tax
99,5,1,4,5,4,s_16,5.0,Carbon Tax
100,5,2,5,6,1,s_16,3.0,Carbon Tax
101,1,2,4,6,4,s_16,4.0,Carbon Tax
102,5,1,5,6,1,s_16,4.0,Carbon Tax
103,3,1,2,2,4,s_16,3.0,Carbon Tax
104,3,2,4,3,4,s_16,4.0,Carbon Tax
106,8,2,2,3,1,s_16,4.0,Carbon Tax
107,4,1,5,6,1,s_16,4.0,Carbon Tax
108,3,1,6,6,3,s_16,5.0,Carbon Tax
109,4,2,5,2,3,s_16,5.0,Carbon Tax
110,6,2,1,6,4,s_16,3.0,Carbon Tax
111,2,1,2,5,3,s_16,3.0,Carbon Tax
112,4,1,5,5,3,s_16,4.0,Carbon Tax
113,3,2,2,6,1,s_16,5.0,Carbon Tax
114,5,3,6,1,3,s_16,5.0,Carbon Tax
116,10,1,5,4,4,s_16,3.0,Carbon Tax
117,1,1,5,6,3,s_16,4.0,Carbon Tax
118,6,2,5,1,5,s_16,3.0,Carbon Tax
119,3,1,5,6,3,s_16,3.0,Carbon Tax
120,6,1,2,3,3,s_16,3.0,Carbon Tax
121,5,2,6,2,1,s_16,5.0,Carbon Tax
122,2,2,2,1,3,s_16,5.0,Carbon Tax
123,2,2,6,3,1,s_16,5.0,Carbon Tax
124,6,2,2,3,1,s_16,2.0,Carbon Tax
125,4,2,4,2,3,s_16,3.0,Carbon Tax
126,1,2,6,4,3,s_16,5.0,Carbon Tax
127,2,1,5,5,2,s_16,2.0,Carbon Tax
128,3,1,5,4,1,s_16,3.0,Carbon Tax
130,4,1,5,5,2,s_16,3.0,Carbon Tax
132,3,2,5,6,1,s_16,4.0,Carbon Tax
133,6,1,5,3,1,s_16,2.0,Carbon Tax
134,6,1,4,2,4,s_16,3.0,Carbon Tax
135,2,1,2,1,3,s_16,1.0,Carbon Tax
136,5,1,6,2,1,s_16,4.0,Carbon Tax
137,8,1,4,5,2,s_16,1.0,Carbon Tax
138,2,1,2,3,1,s_16,4.0,Carbon Tax
139,6,1,8,4,3,s_16,3.0,Carbon Tax
140,8,1,4,5,2,s_16,2.0,Carbon Tax
141,4,2,5,4,3,s_16,1.0,Carbon Tax
142,2,1,6,2,1,s_16,4.0,Carbon Tax
143,1,1,2,6,2,s_16,5.0,Carbon Tax
144,5,2,5,6,3,s_16,3.0,Carbon Tax
145,4,1,2,6,5,s_16,3.0,Carbon Tax
146,6,1,4,3,5,s_16,3.0,Carbon Tax
147,2,2,6,2,1,s_16,4.0,Carbon Tax
148,2,2,1,1,1,s_16,1.0,Carbon Tax
149,2,2,2,5,1,s_16,5.0,Carbon Tax
150,2,2,4,3,1,s_16,4.0,Carbon Tax
151,3,1,5,5,2,s_16,3.0,Carbon Tax
152,3,2,8,2,2,s_16,3.0,Carbon Tax
153,3,2,8,4,5,s_16,3.0,Carbon Tax
154,6,1,4,4,4,s_16,4.0,Carbon Tax
155,8,2,5,5,3,s_16,4.0,Carbon Tax
156,5,1,2,1,4,s_16,3.0,Carbon Tax
157,2,1,6,3,1,s_16,4.0,Carbon Tax
158,6,1,2,1,3,s_16,3.0,Carbon Tax
159,10,2,1,4,3,s_16,1.0,Carbon Tax
160,5,1,8,6,3,s_16,3.0,Carbon Tax
161,6,2,5,3,1,s_16,3.0,Carbon Tax
162,3,1,8,5,4,s_16,3.0,Carbon Tax
164,8,1,6,2,1,s_16,3.0,Carbon Tax
165,2,1,5,4,4,s_16,2.0,Carbon Tax
166,3,3,1,2,4,s_16,3.0,Carbon Tax
167,2,2,5,4,1,s_16,2.0,Carbon Tax
168,5,2,5,2,2,s_16,4.0,Carbon Tax
169,5,1,6,2,1,s_16,5.0,Carbon Tax
170,2,1,6,6,2,s_16,1.0,Carbon Tax
171,2,1,5,3,1,s_16,4.0,Carbon Tax
173,2,1,6,2,3,s_16,4.0,Carbon Tax
174,4,1,6,2,1,s_16,4.0,Carbon Tax
175,9,1,5,6,2,s_16,3.0,Carbon Tax
176,11,2,4,4,4,s_16,2.0,Carbon Tax
177,6,2,8,2,1,s_16,3.0,Carbon Tax
178,9,2,6,6,3,s_16,4.0,Carbon Tax
179,5,1,2,1,1,s_16,2.0,Carbon Tax
180,5,1,5,6,2,s_16,2.0,Carbon Tax
182,7,2,6,5,5,s_16,1.0,Carbon Tax
183,2,2,6,6,1,s_16,4.0,Carbon Tax
184,2,2,4,6,4,s_16,2.0,Carbon Tax
185,3,1,5,5,3,s_16,2.0,Carbon Tax
186,5,2,4,3,2,s_16,2.0,Carbon Tax
188,2,2,6,2,1,s_16,5.0,Carbon Tax
189,2,1,6,5,5,s_16,3.0,Carbon Tax
190,2,2,6,4,1,s_16,4.0,Carbon Tax
191,4,1,6,6,4,s_16,3.0,Carbon Tax
192,2,1,5,4,1,s_16,4.0,Carbon Tax
193,6,2,4,2,4,s_16,4.0,Carbon Tax
194,6,2,2,1,1,s_16,3.0,Carbon Tax
195,6,1,4,2,1,s_16,3.0,Carbon Tax
196,5,1,6,4,1,s_16,4.0,Carbon Tax
198,5,1,8,5,1,s_16,5.0,Carbon Tax
199,3,2,2,2,1,s_16,3.0,Carbon Tax
200,6,1,8,2,4,s_16,1.0,Carbon Tax
201,3,2,2,2,3,s_16,5.0,Carbon Tax
202,9,2,8,2,2,s_16,1.0,Carbon Tax
203,4,2,6,6,5,s_16,4.0,Carbon Tax
204,4,2,4,6,5,s_16,4.0,Carbon Tax
205,2,1,5,3,4,s_16,3.0,Carbon Tax
206,5,1,8,5,3,s_16,4.0,Carbon Tax
207,6,1,1,1,1,s_16,5.0,Carbon Tax
208,1,1,1,1,1,s_16,5.0,Carbon Tax
209,5,2,2,4,1,s_16,4.0,Carbon Tax
210,5,1,4,4,1,s_16,4.0,Carbon Tax
211,9,2,1,1,5,s_16,4.0,Carbon Tax
212,10,2,8,4,2,s_16,3.0,Carbon Tax
213,3,2,5,6,3,s_16,3.0,Carbon Tax
214,7,2,5,5,4,s_16,3.0,Carbon Tax
215,3,2,4,5,4,s_16,2.0,Carbon Tax
216,3,2,5,3,1,s_16,4.0,Carbon Tax
217,3,1,5,2,1,s_16,4.0,Carbon Tax
218,6,1,5,6,3,s_16,4.0,Carbon Tax
220,2,1,6,6,1,s_16,1.0,Carbon Tax
221,9,2,2,1,1,s_16,1.0,Carbon Tax
222,2,1,5,6,5,s_16,3.0,Carbon Tax
223,6,1,5,6,3,s_16,5.0,Carbon Tax
224,4,1,6,3,4,s_16,4.0,Carbon Tax
225,3,1,5,4,1,s_16,4.0,Carbon Tax
226,6,1,6,5,1,s_16,4.0,Carbon Tax
227,2,1,5,6,5,s_16,5.0,Carbon Tax
228,6,1,4,5,4,s_16,4.0,Carbon Tax
229,8,2,6,4,3,s_16,5.0,Carbon Tax
231,10,2,5,1,1,s_16,1.0,Carbon Tax
232,7,2,4,4,2,s_16,4.0,Carbon Tax
233,9,2,4,6,2,s_16,2.0,Carbon Tax
234,9,2,6,6,4,s_16,4.0,Carbon Tax
235,3,1,8,6,1,s_16,4.0,Carbon Tax
236,6,1,6,2,4,s_16,1.0,Carbon Tax
237,3,2,6,2,1,s_16,5.0,Carbon Tax
